user.id,category,type,tweeting_lang,bio_lang,type_1,type_2,type_3,type_4,category_1,category_2,category_3,category_4
824797212425191425,Public Services,Unclear,en,en,Individual,Institution,Individual,Institution,['Outspoken Political Supporter'],['Public Services'],['Other'],['Public Services']
277060149,Religion,Individual,en,en,Individual,Individual,Individual,,['Religion'],"['Media: Other Media', 'Science: Other Science']",['Religion'],[]
1211329879037206529,Healthcare,Institution,en,en,Individual,Institution,Institution,,['Healthcare'],['Healthcare'],['Healthcare'],[]
125427297,Media,Institution,en,en,Institution,Institution,Institution,,['Media: Scientific News and Communication'],"['Business', 'Media: News', 'Media: Scientific News and Communication', 'Science: Engineering and Technology']","['Media: Other Media', 'Science: Social Sciences']",[]
1003745502,Non-Governmental Organization,Institution,en,en,Institution,Institution,Institution,,['Public Services'],['Non-Governmental Organization'],"['Non-Governmental Organization', 'Science: Other Science']",[]
4267082849,Media,Institution,en,en,Institution,Institution,Institution,,"['Government and Politics', 'Media: News', 'Public Services']",['Media: News'],['Media: Scientific News and Communication'],[]
21024997,Media,Institution,en,en,Institution,Institution,Institution,,['Media: Other Media'],['Media: News'],['Media: News'],[]
520753792,Science,Individual,en,en,Institution,Individual,Individual,,['Science: Engineering and Technology'],['Science: Engineering and Technology'],['Science: Engineering and Technology'],[]
1220063518738866178,Other,Unclear,en,id,Unclear,Individual,Unclear,,['Other'],['Other'],['Not in English'],[]
125358141,Media,Individual,en,en,Individual,Individual,Individual,,['Media: News'],"['Media: News', 'Media: Other Media', 'Media: Scientific News and Communication']",['Media: News'],[]
1031043218773659648,Other,Individual,en,de,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
988159596987650048,Science,Individual,en,en,Individual,Individual,Individual,,"['Science: Life Sciences', 'Science: Other Science', 'Science: Social Sciences']",['Healthcare'],['Science: Life Sciences'],[]
1247763029669761024,Other,Individual,en,,Individual,Individual,Individual,,"['Media: Scientific News and Communication', 'Non-Governmental Organization', 'Porn']",['Other'],['Other'],[]
745944138,Business,Individual,en,en,Individual,Individual,Individual,,['Science: Engineering and Technology'],"['Business', 'Science: Engineering and Technology']",['Business'],[]
1251939592921657353,Other,Individual,en,,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
1230823475167797248,Other,Individual,en,en,Individual,Individual,Unclear,,['Not in English'],"['Not in English', 'Outspoken Political Supporter']",['Other'],[]
746621720,Other,Individual,en,,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
1247597500795584512,Other,Individual,en,ca,Individual,Individual,Individual,,['Other'],['Other'],['Not in English'],[]
884938343913373696,Other,Individual,en,id,Individual,Individual,Individual,,['Other'],['Not in English'],['Not in English'],[]
234132150,Government and Politics,Individual,en,en,Individual,Individual,,Individual,"['Business', 'Government and Politics']",['Government and Politics'],['Government and Politics'],['Media: Scientific News and Communication']
1139774936254468096,Other,Individual,en,en,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
768802346109399040,Art,Individual,en,en,Individual,Institution,Individual,,['Art'],['Business'],"['Art', 'Business']",[]
202523144,Other,Unclear,en,en,Individual,Unclear,Unclear,,['Other'],['Media: Other Media'],['Other'],[]
385918757,Non-Governmental Organization,Institution,en,en,Institution,Institution,Institution,,['Non-Governmental Organization'],['Non-Governmental Organization'],['Non-Governmental Organization'],[]
17493787,,Individual,en,en,Individual,Individual,Individual,Individual,"['Media: Other Media', 'Non-Governmental Organization', 'Public Services']",['Art'],['Government and Politics'],['Other']
1072040993665499137,Government and Politics,Individual,en,en,Individual,Individual,Individual,,['Government and Politics'],['Government and Politics'],['Government and Politics'],[]
980145571,Business,Institution,en,en,Institution,Institution,Institution,,['Business'],['Business'],['Business'],[]
823184006380449792,Science,Individual,en,en,Individual,Individual,Individual,Individual,['Science: Life Sciences'],['Science: Life Sciences'],['Science: Life Sciences'],['Media: Other Media']
810633937282301953,Other,Individual,en,en,Individual,Individual,Individual,,"['Other', 'Science: Life Sciences']",['Other'],['Other'],[]
730013966559158272,Government and Politics,Individual,en,en,Individual,Individual,Individual,,['Public Services'],['Government and Politics'],['Government and Politics'],[]
159253357,Art,Unclear,en,en,Unclear,Unclear,Individual,,['Other'],"['Art', 'Media: Other Media']",['Art'],[]
547452159,Sport,Individual,en,en,Individual,Individual,Individual,,['Media: Other Media'],['Sport'],['Sport'],[]
822963720737488898,,Individual,en,en,Individual,Individual,Individual,Individual,['Non-Governmental Organization'],['Government and Politics'],['Business'],['Other']
394689241,Media,Individual,en,en,Individual,Individual,Individual,Individual,['Science: Engineering and Technology'],['Media: Other Media'],['Media: News'],['Media: News']
1882097124,Government and Politics,Individual,en,en,Individual,Institution,Individual,,['Business'],['Government and Politics'],"['Government and Politics', 'Other']",[]
20271982,Other,Individual,en,en,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
453553264,Science,Individual,en,en,Individual,Individual,Individual,,['Science: Social Sciences'],"['Public Services', 'Religion', 'Science: Other Science', 'Science: Social Sciences']","['Religion', 'Science: Other Science', 'Science: Social Sciences']",[]
1042653590907760642,Media,Individual,en,en,Individual,Individual,Individual,,['Media: Other Media'],['Media: Other Media'],['Business'],[]
382717053,Public Services,Institution,en,en,Institution,Institution,Individual,,['Public Services'],['Public Services'],['Public Services'],[]
150979673,Art,Individual,en,en,Individual,Individual,Individual,,['Art'],['Art'],['Media: Other Media'],[]
880278103720898561,Other,Individual,en,fr,Individual,Institution,Unclear,Individual,['Not in English'],['Not in English'],['Not in English'],['Media: Scientific News and Communication']
1015655759751806976,Art,Individual,en,en,Individual,Institution,Individual,,['Art'],['Art'],['Other'],[]
3144844312,Non-Governmental Organization,Institution,en,en,Institution,Institution,Institution,,['Non-Governmental Organization'],['Non-Governmental Organization'],['Public Services'],[]
1239638212785704960,Healthcare,Institution,en,en,Institution,Institution,Individual,Institution,['Healthcare'],['Government and Politics'],"['Outspoken Political Supporter', 'Science: Other Science']",['Healthcare']
1139016309297909760,Porn,Individual,en,en,Individual,Individual,Individual,,['Porn'],['Porn'],['Science: Engineering and Technology'],[]
255170850,Art,Individual,en,en,Individual,Individual,Individual,,['Art'],['Business'],['Art'],[]
1258449525225787392,Other,Individual,en,,Individual,Unclear,Individual,,['Other'],['Other'],"['Not in English', 'Other']",[]
1249898830029447168,Business,Individual,en,en,Individual,Individual,Individual,,['Business'],"['Business', 'Outspoken Political Supporter']",['Art'],[]
1252958151936180224,Other,Individual,en,,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
1238119058488393729,Other,Individual,en,,Individual,Individual,Individual,,['Other'],['Porn'],['Other'],[]
21742690,Non-Governmental Organization,Institution,en,en,Institution,Institution,Institution,,['Non-Governmental Organization'],['Public Services'],"['Non-Governmental Organization', 'Public Services']",[]
1238310447008354305,Other,Individual,en,so,Individual,Unclear,Individual,,['Other'],['Other'],['Other'],[]
1012121021711728640,Healthcare,Institution,en,en,Institution,Institution,Institution,,"['Healthcare', 'Science: Life Sciences']",['Healthcare'],['Healthcare'],[]
108985609,Science,Institution,en,en,Institution,Institution,Institution,,"['Media: News', 'Science: Engineering and Technology']",['Science: Engineering and Technology'],['Business'],[]
39517405,Media,Individual,en,en,Individual,Individual,Individual,,"['Business', 'Media: News']",['Media: News'],['Non-Governmental Organization'],[]
16160267,Media,Individual,en,en,Individual,Individual,Individual,Individual,['Media: News'],['Art'],"['Media: Other Media', 'Media: Scientific News and Communication']",['Media: News']
3082910212,Media,Individual,en,en,Individual,Individual,Individual,,['Media: Scientific News and Communication'],"['Media: Scientific News and Communication', 'Science: Life Sciences']",['Media: Scientific News and Communication'],[]
420366322,Government and Politics,Individual,en,en,Individual,Individual,Individual,,['Government and Politics'],['Government and Politics'],['Government and Politics'],[]
1008534511540424704,Other,Individual,en,en,Individual,Individual,Institution,Individual,['Outspoken Political Supporter'],['Other'],['Other'],['Media: Other Media']
34713219,Other,Individual,en,en,Individual,Individual,Individual,Individual,['Other'],['Business'],['Media: News'],['Other']
954689142683832320,Porn,Individual,en,en,Individual,Individual,Individual,,['Porn'],['Other'],['Porn'],[]
50563540,Media,Individual,en,en,Individual,Institution,Individual,,"['Business', 'Sport']","['Media: News', 'Media: Other Media']",['Sport'],[]
1095243282332901376,Other,Individual,en,en,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
1188072987687342082,Other,Individual,en,,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
179181381,Government and Politics,Individual,en,da,Individual,Individual,Institution,,['Government and Politics'],['Government and Politics'],['Science: Engineering and Technology'],[]
402274600,Healthcare,Institution,en,en,Institution,Institution,Institution,,['Healthcare'],['Healthcare'],"['Media: Scientific News and Communication', 'Science: Engineering and Technology']",[]
409479819,Other,Individual,en,,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
125672370,Other,Individual,en,en,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
1256226587697188868,Other,Individual,en,,Unclear,Individual,Individual,Individual,['Other'],['Other'],['Porn'],['Science: Engineering and Technology']
1184537212303630336,,Individual,en,en,Individual,Individual,Institution,Individual,['Science: Life Sciences'],['Government and Politics'],['Business'],['Media: Scientific News and Communication']
334887830,,Individual,en,en,Institution,Individual,Individual,Individual,['Sport'],"['Healthcare', 'Outspoken Political Supporter']",['Other'],['Science: Other Science']
793270672344559616,Media,Institution,en,en,Institution,Institution,Institution,Individual,['Media: Other Media'],['Media: Scientific News and Communication'],['Media: News'],['Government and Politics']
926435566932996097,Other,Individual,en,en,Individual,Unclear,Individual,,['Other'],['Other'],['Other'],[]
2732391594,Government and Politics,Individual,en,en,Individual,Individual,Institution,,['Other'],['Government and Politics'],"['Government and Politics', 'Public Services', 'Sport']",[]
904250042671706112,Other,Individual,en,,Individual,Individual,Individual,Individual,['Other'],['Other'],['Other'],['Science: Social Sciences']
1257651083213602816,Other,Unclear,en,,Individual,Individual,Unclear,Unclear,['Other'],['Other'],['Other'],['Media: Scientific News and Communication']
937727765410856960,Other,Individual,en,en,Individual,Individual,Individual,,['Healthcare'],['Other'],['Other'],[]
1202789087872212992,Other,Individual,en,,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
1159169903540224009,Art,Individual,en,en,Individual,Individual,Institution,Individual,['Other'],['Art'],['Art'],['Science: Engineering and Technology']
18148907,Media,Institution,en,en,Institution,Institution,Institution,,['Media: Other Media'],['Media: Scientific News and Communication'],['Media: Scientific News and Communication'],[]
1033832755493257217,,Individual,en,en,Individual,Individual,Individual,Individual,['Art'],['Science: Social Sciences'],['Government and Politics'],['Other']
2835353562,Media,Individual,en,en,Individual,Individual,Individual,Individual,['Media: Other Media'],['Non-Governmental Organization'],['Non-Governmental Organization'],['Media: Scientific News and Communication']
964792772510339073,Government and Politics,Individual,en,en,Individual,Individual,Individual,,"['Government and Politics', 'Outspoken Political Supporter']",['Government and Politics'],['Outspoken Political Supporter'],[]
1148629651,Other,Individual,en,en,Individual,Individual,Institution,Individual,['Other'],['Other'],"['Art', 'Business', 'Media: Other Media', 'Non-Governmental Organization', 'Science: Life Sciences']",['Media: Other Media']
731042314584477696,Non-Governmental Organization,Institution,en,en,Institution,Institution,Institution,,['Science: Social Sciences'],['Non-Governmental Organization'],['Non-Governmental Organization'],[]
19395857,Religion,Institution,en,en,Institution,Institution,Institution,,['Religion'],['Religion'],['Religion'],[]
738963731468693508,Healthcare,Institution,en,en,Institution,Institution,Institution,,['Healthcare'],['Healthcare'],['Healthcare'],[]
1188806841821810688,Outspoken Political Supporter,Unclear,en,en,Unclear,Individual,Unclear,,['Outspoken Political Supporter'],['Outspoken Political Supporter'],['Other'],[]
2574517616,Public Services,Institution,en,en,Institution,Institution,Institution,,['Public Services'],['Government and Politics'],['Public Services'],[]
22930902,Media,Institution,en,en,Institution,Institution,Institution,,['Media: News'],"['Media: News', 'Media: Other Media', 'Media: Scientific News and Communication']",['Media: News'],[]
206371092,Other,Individual,en,en,Unclear,Institution,Individual,Individual,['Other'],['Other'],['Other'],['Media: Scientific News and Communication']
2872872344,Other,Individual,en,,Individual,Individual,,Individual,['Other'],['Other'],,['Media: Other Media']
2847763210,Art,Individual,en,en,Individual,Individual,Individual,,"['Art', 'Outspoken Political Supporter']",['Other'],"['Art', 'Outspoken Political Supporter']",[]
42323467,Science,Individual,en,en,Individual,Individual,Individual,,['Science: Social Sciences'],['Science: Other Science'],['Science: Social Sciences'],[]
65381936,Business,Institution,en,en,Institution,Institution,Institution,,['Business'],['Business'],['Media: Other Media'],[]
702250695265808384,Government and Politics,Individual,en,en,Individual,Institution,Individual,,['Government and Politics'],['Government and Politics'],['Outspoken Political Supporter'],[]
1218142079894687744,Other,Individual,en,en,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
510988727,Other,Individual,en,en,Individual,Individual,,Individual,['Business'],['Other'],,['Other']
1161196593896402945,Government and Politics,Individual,en,no,Individual,Individual,,Individual,['Government and Politics'],['Government and Politics'],,['Science: Engineering and Technology']
1119877308570009602,Art,Institution,en,en,Institution,Institution,Institution,,"['Art', 'Media: Other Media']",['Media: Other Media'],['Art'],[]
1238826234991104000,Science,Institution,en,en,Institution,Individual,Institution,Institution,"['Healthcare', 'Media: News']","['Art', 'Media: Other Media', 'Non-Governmental Organization', 'Other', 'Outspoken Political Supporter']",['Science: Engineering and Technology'],['Science: Life Sciences']
1212164269917097985,Other,Individual,en,en,Institution,Individual,Individual,,['Other'],['Other'],"['Other', 'Outspoken Political Supporter']",[]
1074622765536145408,Media,Institution,en,en,Institution,Institution,Institution,,"['Media: News', 'Media: Other Media']",['Media: Other Media'],['Media: News'],[]
983893880109191168,Other,Individual,en,it,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
561653641,Government and Politics,Individual,en,en,Individual,Individual,Individual,,['Government and Politics'],['Government and Politics'],['Government and Politics'],[]
1036763831819591681,Other,Individual,en,en,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
2459826366,Science,Individual,en,en,Individual,Individual,Individual,,"['Other', 'Science: Life Sciences']",['Science: Life Sciences'],['Other'],[]
1252461870642061314,Other,Individual,en,en,Individual,Individual,Individual,,['Other'],['Other'],['Business'],[]
2567578982,Other,Individual,en,ca,Individual,Individual,Individual,,['Other'],['Other'],['Art'],[]
138365621,Other,Individual,en,,Individual,Individual,Unclear,Individual,['Other'],['Other'],['Other'],['Media: Scientific News and Communication']
318340270,Business,Institution,en,en,Institution,Institution,Individual,,['Business'],['Business'],['Science: Life Sciences'],[]
1248112747063083010,Other,Individual,en,,Individual,Unclear,Individual,,['Other'],['Other'],"['Media: Other Media', 'Not in English']",[]
230113966,Science,Individual,en,en,Individual,Individual,Individual,,['Science: Engineering and Technology'],['Other'],['Science: Engineering and Technology'],[]
2369231540,,Individual,en,en,Individual,Individual,,Individual,['Other'],['Outspoken Political Supporter'],,['Science: Life Sciences']
1235998278191378433,Outspoken Political Supporter,Individual,en,en,Individual,Individual,Individual,,['Outspoken Political Supporter'],['Outspoken Political Supporter'],['Other'],[]
86564866,,Individual,en,en,Unclear,Institution,Individual,Individual,['Other'],['Art'],['Media: Other Media'],['Science: Other Science']
2278356384,Other,Individual,en,en,Individual,Individual,Unclear,,['Other'],['Other'],['Business'],[]
1093926053305671680,Government and Politics,Institution,en,en,Individual,Institution,Institution,,['Government and Politics'],['Government and Politics'],['Government and Politics'],[]
218356917,Media,Individual,en,en,Individual,Individual,Individual,,['Media: News'],"['Media: News', 'Media: Scientific News and Communication']",['Media: News'],[]
79745758,Business,Institution,en,en,Institution,Institution,Individual,,['Business'],['Business'],['Art'],[]
1075815215822979073,Art,Individual,en,en,Individual,Individual,Individual,,['Art'],['Business'],['Art'],[]
1250022707975995392,Other,Individual,en,en,Individual,Unclear,Individual,,['Other'],['Other'],['Other'],[]
2794967939,Science,Institution,en,en,Institution,Institution,Institution,,['Business'],['Science: Engineering and Technology'],['Science: Engineering and Technology'],[]
1209070496270077952,Other,Institution,en,en,Unclear,Institution,Institution,Individual,['Other'],['Art'],['Government and Politics'],['Other']
1011148768929026048,Other,Individual,en,en,Institution,Individual,Individual,Individual,['Art'],['Other'],"['Government and Politics', 'Outspoken Political Supporter']",['Other']
1094767452746002432,Media,Institution,en,en,Institution,Institution,Institution,,"['Media: Other Media', 'Media: Scientific News and Communication']","['Art', 'Media: Other Media']","['Art', 'Media: Other Media']",[]
3003765995,Other,Individual,en,en,Individual,Individual,Individual,,['Other'],['Outspoken Political Supporter'],['Other'],[]
933353543330881536,Art,Individual,en,en,Individual,Individual,Individual,Individual,['Other'],['Media: Other Media'],['Art'],['Art']
999453985,Other,Individual,en,en,Individual,Individual,Unclear,Individual,['Art'],['Other'],['Other'],['Science: Social Sciences']
82172203,Business,Individual,en,en,Individual,Individual,Individual,,"['Business', 'Science: Engineering and Technology']","['Government and Politics', 'Media: Scientific News and Communication']",['Business'],[]
17389318,,Individual,en,en,Individual,Individual,,Individual,['Government and Politics'],['Outspoken Political Supporter'],,['Public Services']
1207257136285331456,Art,Individual,en,en,Individual,Individual,Individual,,['Art'],['Art'],['Science: Social Sciences'],[]
873595877910171648,Government and Politics,Unclear,en,en,Institution,Individual,Individual,Institution,['Government and Politics'],['Science: Social Sciences'],['Government and Politics'],['Government and Politics']
72169296,Media,Individual,en,en,Individual,Individual,Individual,,"['Media: News', 'Media: Scientific News and Communication']",['Media: News'],['Media: News'],[]
1231786816375791619,Other,Individual,en,sv,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
845074426156761088,Other,Unclear,en,,Unclear,Unclear,Individual,,['Other'],['Other'],['Other'],[]
486441670,Science,Individual,en,en,Individual,Individual,Individual,,['Science: Engineering and Technology'],['Science: Engineering and Technology'],"['Science: Engineering and Technology', 'Science: Other Science']",[]
1179781848467197953,Media,Individual,en,en,Individual,Individual,Individual,,['Media: Other Media'],"['Media: Other Media', 'Outspoken Political Supporter']",['Media: Other Media'],[]
2792596850,Other,Institution,en,en,Institution,Unclear,Institution,,['Other'],['Other'],['Business'],[]
18305629,Government and Politics,Individual,en,en,Individual,Individual,Individual,,['Government and Politics'],['Government and Politics'],['Public Services'],[]
1075730091794227200,Other,Individual,en,en,Individual,Individual,Individual,,['Healthcare'],['Other'],['Other'],[]
961229480395239424,Art,Individual,en,en,Individual,Individual,Individual,Individual,['Art'],['Religion'],['Media: Other Media'],['Art']
18046050,Art,Individual,en,de,Institution,Individual,Individual,,['Media: Other Media'],['Art'],['Art'],[]
405484835,Science,Institution,en,en,Institution,Institution,Institution,,['Science: Engineering and Technology'],"['Science: Engineering and Technology', 'Science: Life Sciences']","['Business', 'Media: Other Media']",[]
1191806296506425345,Other,Institution,en,en,Institution,Unclear,Individual,Institution,['Art'],['Other'],"['Media: Other Media', 'Other']",['Media: Other Media']
19450761,,Institution,en,en,Unclear,Institution,Institution,Institution,['Business'],['Sport'],['Art'],['Other']
178092530,Media,Individual,en,en,Individual,Individual,Individual,,"['Media: News', 'Media: Scientific News and Communication']",['Media: News'],['Media: Scientific News and Communication'],[]
1171255390111195136,Non-Governmental Organization,Individual,en,en,Individual,Individual,Individual,,['Non-Governmental Organization'],['Government and Politics'],"['Non-Governmental Organization', 'Public Services']",[]
56644534,Media,Institution,en,en,Institution,Institution,Institution,,['Media: News'],"['Media: News', 'Media: Other Media', 'Media: Scientific News and Communication']","['Media: News', 'Media: Scientific News and Communication']",[]
1008342335548264449,Sport,Institution,en,en,Institution,Institution,Institution,,['Sport'],['Sport'],['Sport'],[]
16568741,Non-Governmental Organization,Institution,en,en,Institution,Institution,Institution,,['Non-Governmental Organization'],['Non-Governmental Organization'],"['Non-Governmental Organization', 'Public Services']",[]
23085374,,Institution,en,en,Institution,Institution,Institution,Institution,['Non-Governmental Organization'],['Public Services'],['Business'],['Other']
2597666894,Government and Politics,Institution,en,en,Institution,Individual,Unclear,Institution,['Government and Politics'],['Government and Politics'],['Government and Politics'],['Government and Politics']
2314087860,Healthcare,Individual,en,en,Individual,Individual,Individual,,['Government and Politics'],['Healthcare'],['Healthcare'],[]
4165642155,Outspoken Political Supporter,Institution,en,en,Institution,Unclear,Institution,,['Government and Politics'],['Outspoken Political Supporter'],['Outspoken Political Supporter'],[]
893991678,Other,Individual,en,,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
557262587,Art,Individual,en,en,Individual,Individual,Individual,Individual,['Media: News'],['Art'],['Science: Social Sciences'],"['Art', 'Outspoken Political Supporter']"
97094761,Government and Politics,Institution,en,en,Institution,Institution,Institution,,['Public Services'],['Government and Politics'],['Government and Politics'],[]
957641791506866176,Other,Individual,en,en,Unclear,Individual,Individual,,['Other'],"['Media: Other Media', 'Outspoken Political Supporter']",['Other'],[]
879964393,Porn,Individual,en,en,Individual,Individual,Individual,,['Other'],['Porn'],['Porn'],[]
1171225424912932865,Other,Individual,en,en,Individual,Individual,Individual,,['Other'],['Porn'],['Other'],[]
2842347923,Other,Individual,en,en,Individual,Individual,Individual,,['Other'],['Other'],['Other'],[]
40550119,Other,Individual,en,en,Individual,Individual,Individual,Individual,"['Government and Politics', 'Science: Social Sciences']",['Outspoken Political Supporter'],"['Healthcare', 'Other']",['Other']
1284146730,Other,Individual,en,no,Individual,Individual,Individual,Individual,['Non-Governmental Organization'],['Business'],['Other'],['Other']
1127911862329401345,Media,Individual,en,en,Individual,Individual,Individual,Unclear,['Government and Politics'],['Media: Other Media'],"['Media: Scientific News and Communication', 'Non-Governmental Organization', 'Religion']",['Media: Scientific News and Communication']
65134016,Media,Institution,en,en,Institution,Institution,Institution,,['Science: Life Sciences'],['Media: Scientific News and Communication'],"['Media: Scientific News and Communication', 'Science: Life Sciences']",[]
180789863,Media,Individual,en,en,Individual,Individual,Individual,,['Media: Other Media'],['Media: Other Media'],"['Business', 'Healthcare']",[]
38400130,Media,Institution,en,en,Institution,Institution,Institution,,"['Media: News', 'Media: Scientific News and Communication']",['Media: News'],"['Media: News', 'Media: Other Media', 'Media: Scientific News and Communication']",[]
30244119,Media,Individual,en,en,Individual,Individual,Individual,,['Other'],['Media: Scientific News and Communication'],['Media: Scientific News and Communication'],[]
1078640443,Science,Institution,en,en,Institution,Institution,Institution,,"['Business', 'Media: Other Media']","['Art', 'Science: Life Sciences', 'Science: Other Science', 'Science: Social Sciences']","['Art', 'Media: Other Media']",[]
1384419613,Media,Individual,en,en,Individual,Individual,Individual,,"['Art', 'Media: News']",['Media: News'],['Business'],[]
1006221128010891266,Art,Individual,en,en,Individual,Individual,Individual,,['Art'],['Art'],['Art'],[]
313069929,Healthcare,Individual,en,en,Individual,Individual,Individual,,"['Art', 'Media: Other Media']","['Healthcare', 'Other']",['Healthcare'],[]
20599792,Media,Individual,en,en,Individual,Individual,Individual,,"['Media: Other Media', 'Media: Scientific News and Communication']",['Other'],['Media: Other Media'],[]
34668028,,Individual,en,en,Individual,Individual,Individual,Individual,['Art'],['Media: News'],['Business'],['Science: Engineering and Technology']
1223116886985998337,,Individual,en,en,Individual,Institution,Individual,Individual,['Outspoken Political Supporter'],['Non-Governmental Organization'],['Other'],['Media: Scientific News and Communication']
1094566645924810753,Media,Institution,en,en,Institution,Institution,Institution,,['Media: News'],['Media: News'],['Media: News'],[]
707860258132103168,Healthcare,Institution,en,en,Institution,Institution,Institution,,"['Business', 'Healthcare']",['Science: Life Sciences'],['Healthcare'],[]
33940221,Government and Politics,Institution,en,en,Institution,Institution,Institution,,['Government and Politics'],['Government and Politics'],['Non-Governmental Organization'],[]
147870568,,Institution,en,en,Institution,Institution,Institution,Individual,['Government and Politics'],['Outspoken Political Supporter'],['Non-Governmental Organization'],['Media: Other Media']
1657435867,Healthcare,Individual,en,en,Individual,Individual,Individual,,['Science: Life Sciences'],['Healthcare'],['Healthcare'],[]
83446336,Media,Institution,en,en,Institution,Institution,Institution,,"['Business', 'Media: Other Media']","['Art', 'Media: Other Media']",['Art'],[]
27294328,Outspoken Political Supporter,Individual,en,en,Individual,Individual,Individual,,['Outspoken Political Supporter'],['Outspoken Political Supporter'],['Outspoken Political Supporter'],[]
20520810,Science,Institution,en,en,Institution,Institution,Institution,,['Science: Other Science'],"['Public Services', 'Science: Engineering and Technology', 'Science: Life Sciences', 'Science: Other Science', 'Science: Social Sciences']",['Media: Other Media'],[]
2260491445,Media,Institution,en,en,Institution,Institution,Institution,Individual,['Media: Scientific News and Communication'],['Media: Other Media'],"['Business', 'Science: Engineering and Technology']",['Media: Scientific News and Communication']
61458620,Healthcare,Institution,en,en,Institution,Institution,Institution,,['Healthcare'],['Healthcare'],"['Healthcare', 'Non-Governmental Organization', 'Science: Life Sciences']",[]
154183852,Government and Politics,Institution,en,en,Institution,Institution,Institution,,['Government and Politics'],['Non-Governmental Organization'],['Government and Politics'],[]
1601735293,Non-Governmental Organization,Institution,en,en,Institution,Institution,Institution,,['Non-Governmental Organization'],['Non-Governmental Organization'],['Non-Governmental Organization'],[]
